# GENERATED by scripts/k_roster.py from K commit 592380aea04820ea11cfa5475b343f0257f2474e
batch	family	prefix	base	shape	widths	k_variants	flags_cf_pf_af_zf_sf_of_df	k_undef	reads_flags	dest	k_destop	width_conflict
40	uuuuuu-|-|mem		shld	m,r,imm	lqw	3	uuuuuu-	cf,pf,af,zf,sf,of	-	mem	ugt	0
40	uuuuuu-|-|mem		shrd	m,r,cl	lqw	3	uuuuuu-	cf,pf,af,zf,sf,of	-	mem	ugt	0
40	uuuuuu-|-|mem		shrd	m,r,imm	lqw	3	uuuuuu-	cf,pf,af,zf,sf,of	-	mem	ugt	0
41	xuu-uu-|-|flags/ctl		bt	m,imm	lqw	3	xuu-uu-	pf,af,sf,of	-	flags/ctl	-	0
41	xuu-uu-|-|flags/ctl		bt	m,r	lqw	3	xuu-uu-	pf,af,sf,of	-	flags/ctl	-	0
41	xuu-uu-|-|flags/ctl		bt	r,imm	lqw	3	xuu-uu-	pf,af,sf,of	-	flags/ctl	-	0
41	xuu-uu-|-|flags/ctl		bt	r,r	lqw	3	xuu-uu-	pf,af,sf,of	-	flags/ctl	-	0
42	xuuxuu-|-|reg		lzcnt	r,m	lqw	3	xuuxuu-	pf,af,sf,of	-	reg	eq	0
42	xuuxuu-|-|reg		lzcnt	r,r	lqw	3	xuuxuu-	pf,af,sf,of	-	reg	eq	0
42	xuuxuu-|-|reg		tzcnt	r,m	lqw	3	xuuxuu-	pf,af,sf,of	-	reg	eq	0
42	xuuxuu-|-|reg		tzcnt	r,r	lqw	3	xuuxuu-	pf,af,sf,of	-	reg	eq	0
43	xxxxxx-|cf|mem		adc	m,imm	blqw	7	xxxxxx-	-	cf	mem	add	0
43	xxxxxx-|cf|mem		adc	m,r	blqw	5	xxxxxx-	-	cf	mem	add	0
43	xxxxxx-|cf|mem		sbb	m,imm	blqw	7	xxxxxx-	-	cf	mem	add	0
43	xxxxxx-|cf|mem		sbb	m,r	blqw	5	xxxxxx-	-	cf	mem	add	0
44	-------|of|mem		setno	m	-	1	-------	-	of	mem	if	0
44	-------|of|mem		seto	m	-	1	-------	-	of	mem	eq	0
45	-------|sf|mem		setns	m	-	1	-------	-	sf	mem	if	0
45	-------|sf|mem		sets	m	-	1	-------	-	sf	mem	eq	0
46	000x00-|-|reg		popcnt	r,m	lqw	3	000x00-	-	-	reg	add	0
46	000x00-|-|reg		popcnt	r,r	lqw	3	000x00-	-	-	reg	add	0
47	0uuxu0-|-|reg		bextr	r,m,r	lq	2	0uuxu0-	pf,af,sf	-	reg	and	0
47	0uuxu0-|-|reg		bextr	r,r,r	lq	2	0uuxu0-	pf,af,sf	-	reg	and	0
48	0uuxx0-|-|reg		andn	r,r,m	lq	2	0uuxx0-	pf,af	-	reg	and	0
48	0uuxx0-|-|reg		andn	r,r,r	lq	2	0uuxx0-	pf,af	-	reg	and	0
49	x----x-|-|mem		rol	m,one	blqw	4	x----x-	-	-	mem	rol	0
49	x----x-|-|mem		ror	m,one	blqw	4	x----x-	-	-	mem	ror	0
50	x----x-|-|reg		rol	r,one	blqw	5	x----x-	-	-	reg	rol	0
50	x----x-|-|reg		ror	r,one	blqw	5	x----x-	-	-	reg	ror	0
51	x----x-|cf|mem		rcl	m,one	blqw	4	x----x-	-	cf	mem	rol	1
51	x----x-|cf|mem		rcr	m,one	blqw	4	x----x-	-	cf	mem	ror	1
52	x----x-|cf|reg		rcl	r,one	blqw	5	x----x-	-	cf	reg	rol	1
52	x----x-|cf|reg		rcr	r,one	blqw	5	x----x-	-	cf	reg	ror	1
53	xuu0x0-|-|reg		blsmsk	r,m	lq	2	xuu0x0-	pf,af	-	reg	xor	0
53	xuu0x0-|-|reg		blsmsk	r,r	lq	2	xuu0x0-	pf,af	-	reg	xor	0
54	------0|-|flags/ctl		cld	-	-	1	------0	-	-	flags/ctl	-	0
55	------1|-|flags/ctl		std	-	-	1	------1	-	-	flags/ctl	-	0
56	---x---|-|mem		cmpxchg8b	m	-	1	---x---	-	-	mem	eq	0
57	0------|-|flags/ctl		clc	-	-	1	0------	-	-	flags/ctl	-	0
58	1------|-|flags/ctl		stc	-	-	1	1------	-	-	flags/ctl	-	0
59	x------|cf|flags/ctl		cmc	-	-	1	x------	-	cf	flags/ctl	-	0
60	xxuxx0-|-|mem		sar	m,one	blqw	4	xxuxx0-	af	-	mem	aShiftRight	0
61	xxuxx0-|-|reg		sar	r,one	blqw	5	xxuxx0-	af	-	reg	aShiftRight	0
